  2   27  0 18.9917475  0.0000000  0.0000000  0.0000000  0.0000000  0.0000000
     1.000000000    0.000000000    0.000000000
    -0.500000000    0.866025404    0.000000000
     0.000000000    0.000000000    1.990049767
           1  'Nb '    84678.6388502528
   4   4   1   1.76638930302E-03
   1   1   1   5
   1   1   1  -7.53145130139E-03
   2   1   1  -3.46843228044E-04
   3   1   1  -2.31731667994E-04
   4   1   1  -3.46869647420E-04
   1   2   1   8.97957262796E-04
   2   2   1   8.97910457048E-04
   3   2   1  -5.28955521754E-05
   4   2   1  -5.28929429254E-05
   1   3   1   6.04157173208E-05
   2   3   1   1.38451295507E-05
   3   3   1   6.04177067871E-05
   4   3   1  -1.12199801008E-04
   1   4   1   4.52626558900E-04
   2   4   1  -6.78125300615E-06
   3   4   1  -6.78378572565E-06
   4   4   1   4.52613286370E-04
   1   1   1   6
   1   1   1  -7.53145132489E-03
   2   1   1  -3.46843246864E-04
   3   1   1  -2.31731699530E-04
   4   1   1  -3.46869679677E-04
   1   2   1   8.97957211796E-04
   2   2   1   8.97910483110E-04
   3   2   1  -5.28955435802E-05
   4   2   1  -5.28929358634E-05
   1   3   1   6.04156726690E-05
   2   3   1   1.38451299840E-05
   3   3   1   6.04176847575E-05
   4   3   1  -1.12199755592E-04
   1   4   1   4.52626563561E-04
   2   4   1  -6.78128256014E-06
   3   4   1  -6.78377185732E-06
   4   4   1   4.52613243221E-04
   1   1   1   7
   1   1   1  -3.51333800127E-04
   2   1   1  -4.49537740489E-05
   3   1   1  -2.99007654443E-05
   4   1   1   5.17572219589E-03
   1   2   1  -9.09307648685E-03
   2   2   1   1.03245500844E-03
   3   2   1   2.74919916304E-04
   4   2   1  -2.86698310984E-04
   1   3   1  -1.77147584424E-03
   2   3   1   2.94358878245E-04
   3   3   1   3.28397834454E-05
   4   3   1   1.05943959422E-04
   1   4   1  -2.28519693291E-03
   2   4   1   2.05390122314E-04
   3   4   1  -2.59206324341E-04
   4   4   1   1.64526297579E-04
   1   1   1   8
   1   1   1  -4.77950827482E-03
   2   1   1   1.33169207221E-04
   3   1   1  -8.72317878692E-05
   4   1   1  -1.48391965465E-03
   1   2   1  -1.98946756707E-03
   2   2   1  -2.72304661762E-03
   3   2   1  -6.89416250900E-05
   4   2   1  -3.22009613770E-04
   1   3   1   3.99651670659E-04
   2   3   1  -8.29207294873E-05
   3   3   1  -3.31287497535E-04
   4   3   1  -9.65773870254E-08
   1   4   1   8.85738952297E-04
   2   4   1  -4.30465389367E-05
   3   4   1   8.49412249742E-05
   4   4   1  -1.27718163648E-04
   1   1   1   9
   1   1   1  -4.77950832079E-03
   2   1   1   1.33169262704E-04
   3   1   1  -8.72317912798E-05
   4   1   1  -1.48391966297E-03
   1   2   1  -1.98946753260E-03
   2   2   1  -2.72304662386E-03
   3   2   1  -6.89416549909E-05
   4   2   1  -3.22009616454E-04
   1   3   1   3.99651650704E-04
   2   3   1  -8.29207138590E-05
   3   3   1  -3.31287490183E-04
   4   3   1  -9.65772197164E-08
   1   4   1   8.85738923226E-04
   2   4   1  -4.30465071346E-05
   3   4   1   8.49412424914E-05
   4   4   1  -1.27718175411E-04
   1   1   1  10
   1   1   1  -1.80756288951E-02
   2   1   1   5.54507089289E-04
   3   1   1  -7.01618141988E-04
   4   1   1  -1.96066964522E-03
   1   2   1   4.41693752613E-04
   2   2   1   2.00331340462E-03
   3   2   1   5.35388934532E-04
   4   2   1  -4.75282753048E-04
   1   3   1   7.68479076595E-04
   2   3   1  -9.14526380564E-05
   3   3   1   1.53617852561E-04
   4   3   1  -6.29909339378E-05
   1   4   1   5.32145389004E-03
   2   4   1  -5.36664370342E-05
   3   4   1   9.15726316998E-05
   4   4   1   1.46952791792E-03
   1   1   1  11
   1   1   1  -1.57110995513E-03
   2   1   1  -1.57111763093E-03
   3   1   1   4.19294005590E-04
   4   1   1   4.19294964435E-04
   1   2   1   2.73468309418E-05
   2   2   1   1.82441617260E-04
   3   2   1   2.73549815291E-05
   4   2   1   1.65798942972E-04
   1   3   1  -1.07971511028E-04
   2   3   1  -8.13472628622E-05
   3   3   1  -8.13544429741E-05
   4   3   1  -1.07978436531E-04
   1   4   1  -3.17200662806E-03
   2   4   1  -2.07754834854E-04
   3   4   1  -8.53333977307E-05
   4   4   1  -2.07749077905E-04
   1   1   1  12
   1   1   1  -1.57110989009E-03
   2   1   1  -1.57111754581E-03
   3   1   1   4.19294021933E-04
   4   1   1   4.19294962606E-04
   1   2   1   2.73467845731E-05
   2   2   1   1.82441581114E-04
   3   2   1   2.73550342224E-05
   4   2   1   1.65798911129E-04
   1   3   1  -1.07971462271E-04
   2   3   1  -8.13472903110E-05
   3   3   1  -8.13544962782E-05
   4   3   1  -1.07978389724E-04
   1   4   1  -3.17200663654E-03
   2   4   1  -2.07754829046E-04
   3   4   1  -8.53334153720E-05
   4   4   1  -2.07749099999E-04
   1   1   1  13
   1   1   1   2.54405040855E-03
   2   1   1   5.86992412213E-03
   3   1   1   3.92827162395E-04
   4   1   1  -1.26406204507E-03
   1   2   1   3.62572666888E-03
   2   2   1  -9.72612857679E-04
   3   2   1   8.25840289581E-04
   4   2   1  -1.11708021024E-04
   1   3   1   9.83924743064E-04
   2   3   1  -2.86092482074E-04
   3   3   1  -1.82061396448E-03
   4   3   1   9.41035257294E-05
   1   4   1   1.76639873124E-03
   2   4   1  -4.71792073474E-04
   3   4   1   5.09091552707E-05
   4   4   1  -3.28690749945E-03
   1   1   1  14
   1   1   1  -9.69998998665E-03
   2   1   1  -4.36102063735E-03
   3   1   1  -2.41246430048E-06
   4   1   1   3.87468145754E-04
   1   2   1  -2.51204490244E-04
   2   2   1  -6.41661050597E-04
   3   2   1  -9.71154723991E-05
   4   2   1   1.15520361158E-04
   1   3   1  -2.74955818922E-04
   2   3   1   1.81023099927E-04
   3   3   1   1.86384196809E-05
   4   3   1  -8.76489952024E-05
   1   4   1  -7.97537595950E-04
   2   4   1   3.05859325245E-04
   3   4   1  -4.80366980213E-05
   4   4   1   3.77019744601E-04
   1   1   1  15
   1   1   1  -9.69999003292E-03
   2   1   1  -4.36102060022E-03
   3   1   1  -2.41244509158E-06
   4   1   1   3.87468165917E-04
   1   2   1  -2.51204509908E-04
   2   2   1  -6.41661064904E-04
   3   2   1  -9.71154710029E-05
   4   2   1   1.15520332367E-04
   1   3   1  -2.74955847613E-04
   2   3   1   1.81023084750E-04
   3   3   1   1.86384503896E-05
   4   3   1  -8.76489888337E-05
   1   4   1  -7.97537644570E-04
   2   4   1   3.05859303664E-04
   3   4   1  -4.80367103374E-05
   4   4   1   3.77019815322E-04
   1   1   1  16
   1   1   1   2.10908218242E-02
   2   1   1   3.71189278472E-05
   3   1   1   1.33664060899E-04
   4   1   1   3.70649121398E-05
   1   2   1   1.50881119447E-02
   2   2   1   1.50880619882E-02
   3   2   1   4.77149054798E-05
   4   2   1   4.77085790266E-05
   1   3   1   5.34273307368E-04
   2   3   1  -8.92554846247E-04
   3   3   1   5.34242215351E-04
   4   3   1  -3.83245342721E-04
   1   4   1   2.45185177636E-04
   2   4   1   3.32864556321E-05
   3   4   1   3.32897614415E-05
   4   4   1   2.45149751380E-04
   1   1   1  17
   1   1   1  -4.77951313648E-03
   2   1   1  -1.48391291083E-03
   3   1   1  -8.72323744981E-05
   4   1   1   1.33173792929E-04
   1   2   1  -2.72306027967E-03
   2   2   1  -1.98953257912E-03
   3   2   1  -3.22008472104E-04
   4   2   1  -6.89437549122E-05
   1   3   1  -3.31299036907E-04
   2   3   1  -8.29117836853E-05
   3   3   1   3.99632628934E-04
   4   3   1  -1.01552673074E-07
   1   4   1  -1.27722059468E-04
   2   4   1   8.49381117820E-05
   3   4   1  -4.30591289038E-05
   4   4   1   8.85734517827E-04
   1   1   1  18
   1   1   1  -4.77951304301E-03
   2   1   1  -1.48391291726E-03
   3   1   1  -8.72323714555E-05
   4   1   1   1.33173787235E-04
   1   2   1  -2.72306035125E-03
   2   2   1  -1.98953259168E-03
   3   2   1  -3.22008478202E-04
   4   2   1  -6.89437427785E-05
   1   3   1  -3.31299031706E-04
   2   3   1  -8.29117923845E-05
   3   3   1   3.99632620355E-04
   4   3   1  -1.01522430202E-07
   1   4   1  -1.27722037396E-04
   2   4   1   8.49381339510E-05
   3   4   1  -4.30591158462E-05
   4   4   1   8.85734499639E-04
   1   1   1  19
   1   1   1   5.54596169886E-04
   2   1   1  -1.80754457246E-02
   3   1   1  -1.96064966698E-03
   4   1   1  -7.01590093640E-04
   1   2   1   5.35470787229E-04
   2   2   1   2.00344748477E-03
   3   2   1   4.41701323539E-04
   4   2   1  -4.75254131917E-04
   1   3   1  -6.30000829937E-05
   2   3   1   1.53640867172E-04
   3   3   1  -9.14090596182E-05
   4   3   1   7.68489591919E-04
   1   4   1   5.32139085608E-03
   2   4   1   1.46957452274E-03
   3   4   1   9.15925262119E-05
   4   4   1  -5.36946646363E-05
   1   1   1  20
   1   1   1   1.01747236841E-03
   2   1   1  -3.75008590425E-02
   3   1   1   9.05635199317E-04
   4   1   1   6.56605395837E-05
   1   2   1  -1.55840894929E-04
   2   2   1   2.58280191643E-04
   3   2   1   4.54088689099E-04
   4   2   1   6.03053575829E-05
   1   3   1  -8.34823062028E-05
   2   3   1   9.93958977776E-05
   3   3   1  -5.54347179713E-05
   4   3   1  -4.63606130486E-06
   1   4   1   1.77481556306E-04
   2   4   1  -2.66962143509E-04
   3   4   1   2.27991062484E-05
   4   4   1   1.30023942011E-04
   1   1   1  21
   1   1   1   1.01747238532E-03
   2   1   1  -3.75008591439E-02
   3   1   1   9.05635168959E-04
   4   1   1   6.56605272212E-05
   1   2   1  -1.55840876447E-04
   2   2   1   2.58280188300E-04
   3   2   1   4.54088707953E-04
   4   2   1   6.03053252173E-05
   1   3   1  -8.34823163585E-05
   2   3   1   9.93959234406E-05
   3   3   1  -5.54347064451E-05
   4   3   1  -4.63603368540E-06
   1   4   1   1.77481538269E-04
   2   4   1  -2.66962195999E-04
   3   4   1   2.27991075608E-05
   4   4   1   1.30023952352E-04
   1   1   1  22
   1   1   1   1.58663088605E-02
   2   1   1   1.58664123270E-02
   3   1   1  -1.02887567455E-04
   4   1   1  -1.02863738806E-04
   1   2   1  -5.43012015527E-05
   2   2   1   3.08928174693E-03
   3   2   1  -5.43713203658E-05
   4   2   1  -3.48197308699E-04
   1   3   1   2.95152917381E-04
   2   3   1   5.22008266342E-04
   3   3   1   5.21987912449E-04
   4   3   1   2.95146778852E-04
   1   4   1   1.60465124462E-03
   2   4   1   8.26432961302E-04
   3   4   1   1.26806770084E-04
   4   4   1   8.26429343290E-04
   1   1   1  23
   1   1   1  -4.36108058370E-03
   2   1   1  -9.69996178578E-03
   3   1   1   3.87486364120E-04
   4   1   1  -2.42008122925E-06
   1   2   1  -9.71453143115E-05
   2   2   1  -6.41686568285E-04
   3   2   1  -2.51207269166E-04
   4   2   1   1.15515032933E-04
   1   3   1  -8.76500609257E-05
   2   3   1   1.86381559192E-05
   3   3   1   1.81014354541E-04
   4   3   1  -2.74945647988E-04
   1   4   1  -7.97530494366E-04
   2   4   1   3.77026608252E-04
   3   4   1  -4.80370454570E-05
   4   4   1   3.05869424862E-04
   1   1   1  24
   1   1   1  -4.36108059992E-03
   2   1   1  -9.69996190325E-03
   3   1   1   3.87486362759E-04
   4   1   1  -2.42005985168E-06
   1   2   1  -9.71453052511E-05
   2   2   1  -6.41686607993E-04
   3   2   1  -2.51207255606E-04
   4   2   1   1.15515041393E-04
   1   3   1  -8.76500406907E-05
   2   3   1   1.86382059874E-05
   3   3   1   1.81014376050E-04
   4   3   1  -2.74945656975E-04
   1   4   1  -7.97530505013E-04
   2   4   1   3.77026564489E-04
   3   4   1  -4.80371010602E-05
   4   4   1   3.05869424949E-04
   1   1   1  25
   1   1   1  -3.51267043741E-04
   2   1   1   5.17570414176E-03
   3   1   1  -2.99188649203E-05
   4   1   1  -4.49510110230E-05
   1   2   1   1.03249407755E-03
   2   2   1  -9.09276803729E-03
   3   2   1  -2.86701203110E-04
   4   2   1   2.74922827533E-04
   1   3   1   3.28605973422E-05
   2   3   1   2.94347170518E-04
   3   3   1  -1.77137544807E-03
   4   3   1   1.05935343732E-04
   1   4   1   1.64534323088E-04
   2   4   1  -2.59200445228E-04
   3   4   1   2.05410268269E-04
   4   4   1  -2.28516136964E-03
   1   1   1  26
   1   1   1  -2.75410300128E-03
   2   1   1  -2.75410930100E-03
   3   1   1  -1.13003813326E-05
   4   1   1  -1.13019064959E-05
   1   2   1  -2.19780306535E-04
   2   2   1  -3.98167009595E-03
   3   2   1  -2.19778822790E-04
   4   2   1  -9.60519012600E-05
   1   3   1  -2.53859719339E-05
   2   3   1   2.82313316888E-04
   3   3   1   2.82297809357E-04
   4   3   1  -2.53758436466E-05
   1   4   1  -6.76750313864E-04
   2   4   1   1.91681670029E-04
   3   4   1   5.42615404140E-05
   4   4   1   1.91683500512E-04
   1   1   1  27
   1   1   1  -2.75410304271E-03
   2   1   1  -2.75410935600E-03
   3   1   1  -1.13003424364E-05
   4   1   1  -1.13018874823E-05
   1   2   1  -2.19780289579E-04
   2   2   1  -3.98166999565E-03
   3   2   1  -2.19778826028E-04
   4   2   1  -9.60518813638E-05
   1   3   1  -2.53859927492E-05
   2   3   1   2.82313322596E-04
   3   3   1   2.82297758152E-04
   4   3   1  -2.53758168797E-05
   1   4   1  -6.76750406976E-04
   2   4   1   1.91681647075E-04
   3   4   1   5.42615073644E-05
   4   4   1   1.91683495220E-04
   1   1   2   1
   1   1   1  -3.75008591751E-02
   2   1   1   9.05631056829E-04
   3   1   1   6.56695671381E-05
   4   1   1   1.01747954966E-03
   1   2   1   1.77483894448E-04
   2   2   1  -2.66972794036E-04
   3   2   1   2.27981792225E-05
   4   2   1   1.30025602862E-04
   1   3   1  -4.63802290100E-06
   2   3   1  -8.34813039275E-05
   3   3   1   9.93910860351E-05
   4   3   1  -5.54287587639E-05
   1   4   1   4.54098500426E-04
   2   4   1   6.03080037046E-05
   3   4   1  -1.55826700796E-04
   4   4   1   2.58278732782E-04
   1   1   2   2
   1   1   1   1.56573847829E-01
   2   1   1  -7.73078013231E-05
   3   1   1   1.18056288524E-05
   4   1   1  -7.73078013231E-05
   1   2   1   1.16835505131E-05
   2   2   1  -4.73059014877E-08
   3   2   1   1.43244945440E-05
   4   2   1  -2.85542388951E-05
   1   3   1  -2.03095752784E-05
   2   3   1   4.04477086477E-05
   3   3   1  -4.82221619441E-05
   4   3   1   4.04477086477E-05
   1   4   1   1.16835505131E-05
   2   4   1  -2.85542388951E-05
   3   4   1   1.43244945440E-05
   4   4   1  -4.73059014877E-08
   1   1   2   3
   1   1   1  -7.07866776217E-04
   2   1   1   5.13651132050E-05
   3   1   1   1.06727246651E-05
   4   1   1   5.13651188767E-05
   1   2   1   9.71374236627E-05
   2   2   1   8.54065916577E-05
   3   2   1   1.24236771362E-05
   4   2   1  -3.04550743262E-05
   1   3   1  -1.98427759905E-05
   2   3   1   3.89417329997E-05
   3   3   1  -4.77553596883E-05
   4   3   1   3.89417442199E-05
   1   4   1   9.71374378208E-05
   2   4   1  -3.04550732539E-05
   3   4   1   1.24236588586E-05
   4   4   1   8.54065989013E-05
   1   1   2   4
   1   1   1  -4.14272244759E-03
   2   1   1   6.04404468443E-05
   3   1   1  -3.01800103301E-04
   4   1   1  -3.19209940987E-03
   1   2   1   6.16422666119E-04
   2   2   1  -3.01266078269E-04
   3   2   1  -8.78614695327E-05
   4   2   1  -3.41650562099E-04
   1   3   1   3.63635438817E-04
   2   3   1   9.09944872594E-05
   3   3   1  -1.27394007691E-04
   4   3   1   8.87590796354E-05
   1   4   1   5.05237982675E-04
   2   4   1   2.00605645218E-05
   3   4   1   1.47624122488E-05
   4   4   1  -4.23144786206E-04
   1   1   2   5
   1   1   1  -3.06289181445E-03
   2   1   1   4.64124333430E-05
   3   1   1   9.93655074828E-05
   4   1   1   6.78645547693E-04
   1   2   1  -5.54939480547E-05
   2   2   1   4.37292578391E-04
   3   2   1  -2.00013264666E-06
   4   2   1   4.40135696989E-05
   1   3   1  -1.02593461555E-04
   2   3   1   5.24862921662E-05
   3   3   1  -6.71509562923E-05
   4   3   1   2.72277546203E-05
   1   4   1  -1.33973512773E-04
   2   4   1   2.73540996431E-05
   3   4   1  -4.51797665631E-05
   4   4   1  -3.96798078421E-06
   1   1   2   6
   1   1   1   3.86578077193E-03
   2   1   1   6.75651758300E-05
   3   1   1   1.00075055810E-04
   4   1   1   6.46625311700E-04
   1   2   1  -5.15248475119E-05
   2   2   1   4.78105966755E-04
   3   2   1  -3.01853539460E-06
   4   2   1   3.88328259368E-05
   1   3   1  -1.01265325959E-04
   2   3   1   5.97585989944E-05
   3   3   1  -6.55917432122E-05
   4   3   1   2.76473655528E-05
   1   4   1  -1.66089139325E-04
   2   4   1   2.77070446522E-05
   3   4   1  -4.56920564597E-05
   4   4   1   3.47867467070E-06
   1   1   2   7
   1   1   1   6.95031707455E-04
   2   1   1  -6.65718900043E-05
   3   1   1   9.40913032419E-05
   4   1   1   8.30882948358E-04
   1   2   1  -7.42165381531E-03
   2   2   1   8.10241063287E-05
   3   2   1  -8.28121406089E-05
   4   2   1  -5.84426853661E-04
   1   3   1   5.26385533561E-05
   2   3   1  -3.71204004359E-04
   3   3   1  -8.82954286783E-05
   4   3   1  -4.39592942819E-05
   1   4   1   1.20438919312E-04
   2   4   1  -4.03749263538E-05
   3   4   1   2.73310461398E-04
   4   4   1  -1.25499490475E-04
   1   1   2   8
   1   1   1   4.77457016725E-04
   2   1   1   2.35940007372E-05
   3   1   1   6.40375708547E-06
   4   1   1   5.93713619203E-04
   1   2   1  -4.45132469960E-03
   2   2   1   6.27753570609E-04
   3   2   1   5.54815875128E-06
   4   2   1   1.72601873056E-04
   1   3   1  -1.33908698309E-04
   2   3   1  -1.32890939548E-05
   3   3   1   3.98323030415E-05
   4   3   1   1.98879033133E-05
   1   4   1  -1.30855019997E-04
   2   4   1   8.34804403722E-06
   3   4   1  -1.68614965372E-05
   4   4   1   5.86979183831E-05
   1   1   2   9
   1   1   1   4.81426129947E-04
   2   1   1   1.84132499460E-05
   3   1   1   5.38535581576E-06
   4   1   1   6.34527002276E-04
   1   2   1   2.47734786082E-03
   2   2   1   5.95733348601E-04
   3   2   1   6.25771403371E-06
   4   2   1   1.93754610757E-04
   1   3   1  -1.66024325287E-04
   2   3   1  -5.84244085338E-06
   3   3   1   3.93200071209E-05
   4   3   1   2.02408337830E-05
   1   4   1  -1.29526873544E-04
   2   4   1   8.76766099044E-06
   3   4   1  -1.53022979863E-05
   4   4   1   6.59702347028E-05
   1   1   2  10
   1   1   1  -3.90953901551E-02
   2   1   1   3.53060184157E-04
   3   1   1   1.20855700219E-04
   4   1   1   2.72633461266E-04
   1   2   1   2.48749577689E-04
   2   2   1   1.54112992482E-03
   3   2   1  -5.36499417982E-05
   4   2   1   1.04976612970E-04
   1   3   1   5.43783088823E-05
   2   3   1   1.41727504248E-05
   3   3   1   1.49767423530E-04
   4   3   1   9.51551832470E-05
   1   4   1  -6.88213272181E-04
   2   4   1  -7.59574027433E-05
   3   4   1  -7.97003464531E-05
   4   4   1   2.16485452499E-04
   1   1   2  11
   1   1   1  -1.80002492979E-02
   2   1   1  -5.14713220809E-05
   3   1   1  -9.47946795019E-05
   4   1   1  -2.17399646518E-04
   1   2   1  -9.61879111516E-05
   2   2   1   2.90716365207E-05
   3   2   1   3.35318535336E-05
   4   2   1  -5.09437019682E-05
   1   3   1  -8.42894828378E-06
   2   3   1  -1.38572883002E-05
   3   3   1  -2.82452701046E-05
   4   3   1  -4.73837543313E-06
   1   4   1   4.35728597753E-04
   2   4   1  -1.40262076875E-05
   3   4   1   2.74116451606E-05
   4   4   1   1.20614147027E-04
   1   1   2  12
   1   1   1  -5.01167764812E-03
   2   1   1  -4.47850654441E-05
   3   1   1  -9.08238378235E-05
   4   1   1  -2.22373392429E-04
   1   2   1  -1.06541642806E-04
   2   2   1  -9.49784408606E-05
   3   2   1   3.71252541943E-05
   4   2   1  -5.01988421478E-05
   1   3   1  -8.18075585149E-06
   2   3   1  -1.45896459071E-05
   3   3   1  -2.79970519896E-05
   4   3   1  -5.47073996995E-06
   1   4   1   3.11678509719E-04
   2   4   1  -1.04327940486E-05
   3   4   1   2.81565020250E-05
   4   4   1   1.10260416088E-04
   1   1   2  13
   1   1   1  -7.76625932528E-03
   2   1   1  -8.78866731495E-04
   3   1   1  -9.79641927667E-05
   4   1   1  -3.66905382897E-04
   1   2   1  -1.25549915080E-03
   2   2   1  -3.58265319738E-03
   3   2   1  -1.59499576713E-04
   4   2   1   1.09413875863E-04
   1   3   1   1.62065170967E-04
   2   3   1  -1.39390226163E-04
   3   3   1   3.45317835053E-04
   4   3   1  -4.96390710567E-05
   1   4   1   7.53906386452E-05
   2   4   1  -1.09667421302E-04
   3   4   1   1.10649978293E-04
   4   4   1   4.88041859049E-04
   1   1   2  14
   1   1   1  -3.85555743693E-03
   2   1   1   6.50887536113E-04
   3   1   1   1.81407672261E-05
   4   1   1   1.72124869620E-05
   1   2   1   2.23774771420E-04
   2   2   1  -3.16578061408E-04
   3   2   1   1.01445556094E-04
   4   2   1  -4.90301296374E-05
   1   3   1  -2.12542305674E-05
   2   3   1   9.03088882968E-05
   3   3   1  -1.47774688117E-04
   4   3   1  -2.16668927526E-06
   1   4   1   1.38502961017E-04
   2   4   1  -1.09258061592E-05
   3   4   1  -7.28371738160E-06
   4   4   1  -1.11670684012E-04
   1   1   2  15
   1   1   1   3.07311513164E-03
   2   1   1   6.18867294780E-04
   3   1   1   1.88503139681E-05
   4   1   1   3.83652258772E-05
   1   2   1   2.64588160134E-04
   2   2   1  -3.12608928492E-04
   3   2   1   9.62648076196E-05
   4   2   1  -5.00485267969E-05
   1   3   1  -1.96950351242E-05
   2   3   1   9.75811883497E-05
   3   3   1  -1.46446548065E-04
   4   3   1  -1.74708741592E-06
   1   4   1   1.45949598255E-04
   2   4   1  -1.14381113902E-05
   3   4   1  -6.93077161968E-06
   4   4   1  -1.43786324160E-04
   1   1   2  16
   1   1   1  -1.94016272110E-03
   2   1   1   1.25736964246E-04
   3   1   1  -5.94936928686E-05
   4   1   1  -7.93461025139E-04
   1   2   1  -5.80163037032E-03
   2   2   1  -3.57592545667E-03
   3   2   1  -3.74147017711E-05
   4   2   1  -8.73328011361E-05
   1   3   1   6.16447829085E-04
   2   3   1   1.01133914127E-04
   3   3   1  -1.64792745040E-04
   4   3   1   3.05828740867E-05
   1   4   1   8.57290632504E-05
   2   4   1   4.40387279197E-06
   3   4   1   7.38886037585E-07
   4   4   1  -2.69636558959E-05
   1   1   2  17
   1   1   1   7.94662986054E-04
   2   1   1   6.91329815454E-05
   3   1   1   8.00562009760E-05
   4   1   1   8.58017931973E-05
   1   2   1   1.09691328626E-03
   2   2   1   1.52403835459E-03
   3   2   1   8.75652539478E-05
   4   2   1   6.12064226541E-05
   1   3   1  -7.11701870383E-05
   2   3   1   1.56879728772E-05
   3   3   1   1.54948054693E-05
   4   3   1  -1.24466175756E-05
   1   4   1  -2.13901971889E-05
   2   4   1   2.45798877221E-05
   3   4   1  -2.41471979673E-05
   4   4   1  -5.11816731722E-05
   1   1   2  18
   1   1   1   2.17089254757E-03
   2   1   1   7.74906182544E-05
   3   1   1   8.13746946516E-05
   4   1   1   9.41594580671E-05
   1   2   1   9.08794164910E-04
   2   2   1   1.33591920800E-03
   3   2   1   7.70748959174E-05
   4   2   1   5.07160632313E-05
   1   3   1  -7.81730904695E-05
   2   3   1   2.71021486755E-05
   3   3   1   8.49188987847E-06
   4   3   1  -1.06349541155E-05
   1   4   1  -2.35366554166E-05
   2   4   1   2.52819606901E-05
   3   4   1  -2.34451474573E-05
   4   4   1  -5.33281086262E-05
   1   1   2  19
